X,Y,Z,constraint_1,constraint_2
2.5,1.9,647.5116,12,0.6
2.5,1.9,651.0432,14,0.6
2.5,1.9,633.3541,2,0.7
2.5,1.9,636.4944,4,0.7
2.5,1.9,639.6757,6,0.7
2.5,1.9,642.8198,8,0.7
2.5,1.9,646.0477,10,0.7
2.5,1.9,648.9145,12,0.7
2.5,1.9,652.0236,14,0.7
2.5,1.9,634.875,2,0.8
2.5,1.9,637.803,4,0.8
2.5,1.9,640.9586,6,0.8
2.5,1.9,643.827,8,0.8
2.5,1.9,646.6238,10,0.8
2.5,1.9,649.1897,12,0.8
2.5,1.9,651.8793,14,0.8
2.5,1.9,634.875,2,0.9
2.5,1.9,637.8956,4,0.9
2.5,1.9,640.7935,6,0.9
2.5,1.9,643.6551,8,0.9
2.5,1.9,646.4242,10,0.9
2.5,1.9,648.903,12,0.9
2.5,1.9,651.2523,14,0.9
2.5,1.4,623.912,12,0.2
2.5,1.4,632.949,14,0.3
2.5,1.4,635.3071,10,0.8
2.6,1.4,607.1849,2,0.2
2.6,1.4,611.271,4,0.2
2.6,1.4,615.9133,6,0.2
2.6,1.4,619.9644,8,0.2
2.6,1.4,624.0054,10,0.2
2.6,1.4,628.141,12,0.2
2.6,1.4,632.123,14,0.2
2.6,1.4,613.8063,2,0.3
2.6,1.4,617.8383,4,0.3
2.6,1.4,621.4323,6,0.3
2.6,1.4,625.1845,8,0.3
2.6,1.4,628.9645,10,0.3
2.6,1.4,632.5731,12,0.3
2.6,1.4,636.5447,14,0.3
2.6,1.4,618.996,2,0.4
2.6,1.4,622.4899,4,0.4
2.6,1.4,625.6157,6,0.4
2.6,1.4,629.0927,8,0.4
2.6,1.4,632.6116,10,0.4
2.6,1.4,636.0378,12,0.4
2.6,1.4,639.4391,14,0.4
2.6,1.4,622.2852,2,0.5
2.6,1.4,625.5227,4,0.5
2.6,1.4,628.778,6,0.5
2.6,1.4,635.2062,10,0.5
2.6,1.4,638.343,12,0.5
2.6,1.4,641.2271,14,0.5
2.6,1.4,624.89,2,0.6
2.6,1.4,627.9544,4,0.6
2.6,1.4,630.9971,6,0.6
2.6,1.4,633.9747,8,0.6
2.6,1.4,636.9399,10,0.6
2.6,1.4,639.7179,12,0.6
2.6,1.4,642.3831,14,0.6
2.6,1.4,626.3719,2,0.7
2.6,1.4,629.513,4,0.7
2.6,1.4,632.3827,6,0.7
2.6,1.4,635.166,8,0.7
2.6,1.4,637.8951,10,0.7
2.6,1.4,640.3802,12,0.7
2.6,1.4,642.6259,14,0.7
2.6,1.4,627.3851,2,0.8
2.6,1.4,630.1967,4,0.8
2.6,1.4,632.9264,6,0.8
2.6,1.4,635.629,8,0.8
2.6,1.4,638.2012,10,0.8
2.6,1.4,640.5956,12,0.8
2.6,1.4,642.6215,14,0.8
2.6,1.4,627.3608,2,0.9
2.6,1.4,630.114,4,0.9
2.6,1.4,632.8628,6,0.9
2.6,1.4,635.552,8,0.9
2.6,1.4,638.1164,10,0.9
2.6,1.4,640.4837,12,0.9
2.6,1.4,642.6126,14,0.9
2.6,1.5,609.3212,2,0.2
2.6,1.5,613.214,4,0.2
2.6,1.5,617.5473,6,0.2
2.6,1.5,622.1027,8,0.2
2.6,1.5,625.7642,10,0.2
2.6,1.5,630.1065,12,0.2
2.6,1.5,634.875,14,0.2
2.6,1.5,616.4381,2,0.3
2.6,1.5,620.5093,4,0.3
2.6,1.5,624.0558,6,0.3
2.6,1.5,627.9352,8,0.3
2.6,1.5,631.6491,10,0.3
2.6,1.5,635.5366,12,0.3
2.6,1.5,639.3786,14,0.3
2.6,1.5,621.8467,2,0.4
2.6,1.5,625.3295,4,0.4
2.6,1.5,628.6267,6,0.4
2.6,1.5,632.1935,8,0.4
2.6,1.5,635.6019,10,0.4
2.6,1.5,639.261,12,0.4
2.6,1.5,642.8474,14,0.4
2.6,1.5,625.6227,2,0.5
2.6,1.5,628.6637,4,0.5
2.6,1.5,631.9763,6,0.5
2.6,1.5,635.3015,8,0.5
2.6,1.5,638.6108,10,0.5
2.6,1.5,641.8636,12,0.5
2.6,1.5,645.0388,14,0.5
2.6,1.5,628.0406,2,0.6
2.6,1.5,631.171,4,0.6
2.6,1.5,634.3472,6,0.6
2.6,1.5,637.4182,8,0.6
2.6,1.5,640.6038,10,0.6
2.6,1.5,643.5049,12,0.6
2.6,1.5,646.2048,14,0.6
2.6,1.5,629.8405,2,0.7
2.6,1.5,632.8048,4,0.7
2.6,1.5,635.7613,6,0.7
2.6,1.5,638.8437,8,0.7
2.6,1.5,641.6218,10,0.7
2.6,1.5,644.2607,12,0.7
2.6,1.5,646.986,14,0.7
2.6,1.5,630.8937,2,0.8
2.6,1.5,633.7083,4,0.8
2.6,1.5,636.5284,6,0.8
2.6,1.5,639.2915,8,0.8
2.6,1.5,641.9334,10,0.8
2.6,1.5,644.4351,12,0.8
2.6,1.5,646.9439,14,0.8
2.6,1.5,630.8217,2,0.9
2.6,1.5,633.6427,4,0.9
2.6,1.5,636.4494,6,0.9
2.6,1.5,639.2103,8,0.9
2.6,1.5,641.8471,10,0.9
2.6,1.5,644.3277,12,0.9
2.6,1.5,646.819,14,0.9
2.6,1.65,610.5921,2,0.2
2.6,1.65,614.5162,4,0.2
2.6,1.65,618.5958,6,0.2
2.6,1.65,623.3948,8,0.2
2.6,1.65,627.5946,10,0.2
2.6,1.65,631.4327,12,0.2
2.6,1.65,636.0235,14,0.2
2.6,1.65,618.3161,2,0.3
2.6,1.65,622.5536,4,0.3
2.6,1.65,626.1954,6,0.3
2.6,1.65,629.943,8,0.3
2.6,1.65,633.8222,10,0.3
2.6,1.65,637.8337,12,0.3
2.6,1.65,641.8827,14,0.3
2.6,1.65,624.2939,2,0.4
2.6,1.65,627.8379,4,0.4
2.6,1.65,631.2433,6,0.4
2.6,1.65,634.875,8,0.4
2.6,1.65,638.4815,10,0.4
2.6,1.65,642.1831,12,0.4
2.6,1.65,646.1183,14,0.4
2.6,1.65,628.6012,2,0.5
2.6,1.65,631.7062,4,0.5
2.6,1.65,635.0995,6,0.5
2.6,1.65,638.5293,8,0.5
2.6,1.65,641.8353,10,0.5
2.6,1.65,645.2706,12,0.5
2.6,1.65,648.7567,14,0.5
2.6,1.65,631.4864,2,0.6
2.6,1.65,634.875,4,0.6
2.6,1.65,637.6553,6,0.6
2.6,1.65,640.8678,8,0.6
2.6,1.65,644.0446,10,0.6
2.6,1.65,647.2406,12,0.6
2.6,1.65,650.202,14,0.6
2.6,1.65,633.3649,2,0.7
2.6,1.65,636.4071,4,0.7
2.6,1.65,639.4373,6,0.7
2.6,1.65,642.4033,8,0.7
2.6,1.65,645.316,10,0.7
2.6,1.65,648.1896,12,0.7
2.6,1.65,650.89,14,0.7
2.6,1.65,634.4375,2,0.8
2.6,1.65,637.3419,4,0.8
2.6,1.65,640.2286,6,0.8
2.6,1.65,643.0328,8,0.8
2.6,1.65,645.7562,10,0.8
2.6,1.65,648.3347,12,0.8
2.6,1.65,650.8368,14,0.8
2.6,1.65,634.3598,2,0.9
2.6,1.65,637.2598,4,0.9
2.6,1.65,640.1181,6,0.9
2.6,1.65,642.938,8,0.9
2.6,1.65,645.6421,10,0.9
2.6,1.65,648.1971,12,0.9
2.6,1.65,650.6804,14,0.9
2.6,1.8,610.6575,2,0.2
2.6,1.8,614.6208,4,0.2
2.6,1.8,618.6765,6,0.2
2.6,1.8,623.4418,8,0.2
2.6,1.8,626.9,10,0.2
2.6,1.8,631.2001,12,0.2
2.6,1.8,635.3361,14,0.2
2.6,1.8,619.097,2,0.3
2.6,1.8,623.4315,4,0.3
2.6,1.8,627.09,6,0.3
2.6,1.8,630.8569,8,0.3
2.6,1.8,634.6538,10,0.3
2.6,1.8,638.3278,12,0.3
2.6,1.8,642.6264,14,0.3
2.6,1.8,625.8349,2,0.4
2.6,1.8,629.2002,4,0.4
2.6,1.8,632.8039,6,0.4
2.6,1.8,636.3564,8,0.4
2.6,1.8,640.0524,10,0.4
2.6,1.8,643.8626,12,0.4
2.6,1.8,647.7715,14,0.4
2.6,1.8,630.4391,2,0.5
2.6,1.8,633.5922,4,0.5
2.6,1.8,637.0643,6,0.5
2.6,1.8,640.4049,8,0.5
2.6,1.8,643.9507,10,0.5
2.6,1.8,647.4525,12,0.5
2.6,1.8,650.9623,14,0.5
2.6,1.8,633.517,2,0.6
2.6,1.8,636.7676,4,0.6
2.6,1.8,640.0554,6,0.6
2.6,1.8,643.1481,8,0.6
2.6,1.8,646.4171,10,0.6
2.6,1.8,649.6247,12,0.6
2.6,1.8,652.7783,14,0.6
2.6,1.8,635.5197,2,0.7
2.6,1.8,638.6414,4,0.7
2.6,1.8,641.747,6,0.7
2.6,1.8,644.975,8,0.7
2.6,1.8,647.9358,10,0.7
2.6,1.8,650.648,12,0.7
2.6,1.8,653.4862,14,0.7
2.6,1.8,636.9027,2,0.8
2.6,1.8,639.8419,4,0.8
2.6,1.8,642.7525,6,0.8
2.6,1.8,645.6072,8,0.8
2.6,1.8,648.3733,10,0.8
2.6,1.8,650.7701,12,0.8
2.6,1.8,653.3296,14,0.8
2.6,1.8,636.7956,2,0.9
2.6,1.8,639.751,4,0.9
2.6,1.8,642.6361,6,0.9
2.6,1.8,645.4848,8,0.9
2.6,1.8,648.2279,10,0.9
2.6,1.8,650.6038,12,0.9
2.6,1.8,653.0976,14,0.9
2.6,1.9,610.4021,2,0.2
2.6,1.9,614.156,4,0.2
2.6,1.9,619.0954,6,0.2
2.6,1.9,622.201,8,0.2
2.6,1.9,626.0922,10,0.2
2.6,1.9,630.2633,12,0.2
2.6,1.9,634.3923,14,0.2
2.6,1.9,619.3077,2,0.3
2.6,1.9,623.6736,4,0.3
2.6,1.9,627.1902,6,0.3
2.6,1.9,630.947,8,0.3
2.6,1.9,634.875,10,0.3
2.6,1.9,638.269,12,0.3
2.6,1.9,642.3441,14,0.3
2.6,1.9,626.3916,2,0.4
2.6,1.9,629.7824,4,0.4
2.6,1.9,633.404,6,0.4
2.6,1.9,636.8607,8,0.4
2.6,1.9,640.6154,10,0.4
2.6,1.9,644.4964,12,0.4
2.6,1.9,648.0336,14,0.4
2.6,1.9,631.2131,2,0.5
2.6,1.9,634.3815,4,0.5
2.6,1.9,637.9154,6,0.5
2.6,1.9,641.307,8,0.5
2.6,1.9,644.7979,10,0.5
2.6,1.9,648.2153,12,0.5
2.6,1.9,651.9938,14,0.5
2.6,1.9,634.4359,2,0.6
2.6,1.9,637.7181,4,0.6
2.6,1.9,641.0485,6,0.6
2.6,1.9,644.373,8,0.6
2.6,1.9,647.4388,10,0.6
2.6,1.9,650.6447,12,0.6
2.6,1.9,654.1345,14,0.6
2.6,1.9,636.758,2,0.7
2.6,1.9,639.8974,4,0.7
2.6,1.9,643.0333,6,0.7
2.6,1.9,646.1014,8,0.7
2.6,1.9,649.004,10,0.7
2.6,1.9,651.985,12,0.7
2.6,1.9,654.9975,14,0.7
2.6,1.9,638.1521,2,0.8
2.6,1.9,641.1211,4,0.8
2.6,1.9,644.0441,6,0.8
2.6,1.9,646.6746,8,0.8
2.6,1.9,649.4488,10,0.8
2.6,1.9,652.0962,12,0.8
2.6,1.9,654.7019,14,0.8
2.6,1.9,638.0612,2,0.9
2.6,1.9,640.9997,4,0.9
2.6,1.9,643.9224,6,0.9
2.6,1.9,646.5275,8,0.9
2.6,1.9,649.2706,10,0.9
2.6,1.9,651.902,12,0.9
2.6,1.9,654.3763,14,0.9
2.6,1.4,632.1691,8,0.5
2.7,1.4,611.5239,2,0.2
2.7,1.4,615.5705,4,0.2
2.7,1.4,619.5217,6,0.2
2.7,1.4,623.9827,8,0.2
2.7,1.4,628.0551,10,0.2
2.7,1.4,632.1716,12,0.2
2.7,1.4,636.3136,14,0.2
2.7,1.4,617.9155,2,0.3
2.7,1.4,621.8006,4,0.3
2.7,1.4,625.2244,6,0.3
2.7,1.4,628.943,8,0.3
2.7,1.4,632.6389,10,0.3
2.7,1.4,636.4068,12,0.3
2.7,1.4,640.0492,14,0.3
2.7,1.4,622.7059,2,0.4
2.7,1.4,625.816,4,0.4
2.7,1.4,629.2427,6,0.4
2.7,1.4,632.7109,8,0.4
2.7,1.4,636.1412,10,0.4
2.7,1.4,639.4843,12,0.4
2.7,1.4,642.7256,14,0.4
2.7,1.4,625.805,2,0.5
2.7,1.4,629.0188,4,0.5
2.7,1.4,632.2094,6,0.5
2.7,1.4,635.4243,8,0.5
2.7,1.4,638.5435,10,0.5
2.7,1.4,641.5851,12,0.5
2.7,1.4,644.491,14,0.5
2.7,1.4,627.9775,2,0.6
2.7,1.4,630.9896,4,0.6
2.7,1.4,634.2373,6,0.6
2.7,1.4,637.2512,8,0.6
2.7,1.4,640.1216,10,0.6
2.7,1.4,642.7851,12,0.6
2.7,1.4,645.4477,14,0.6
2.7,1.4,629.584,2,0.7
2.7,1.4,632.4912,4,0.7
2.7,1.4,635.2916,6,0.7
2.7,1.4,638.1637,8,0.7
2.7,1.4,641.0081,10,0.7
2.7,1.4,643.403,12,0.7
2.7,1.4,645.7967,14,0.7
2.7,1.4,630.3153,2,0.8
2.7,1.4,633.122,4,0.8
2.7,1.4,635.8887,6,0.8
2.7,1.4,638.5848,8,0.8
2.7,1.4,641.165,10,0.8
2.7,1.4,643.5795,12,0.8
2.7,1.4,645.7717,14,0.8
2.7,1.4,630.2573,2,0.9
2.7,1.4,633.0605,4,0.9
2.7,1.4,635.8402,6,0.9
2.7,1.4,638.4976,8,0.9
2.7,1.4,641.1089,10,0.9
2.7,1.4,643.5332,12,0.9
2.7,1.4,645.7028,14,0.9
2.7,1.5,613.7687,2,0.2
2.7,1.5,617.5809,4,0.2
2.7,1.5,621.7377,6,0.2
2.7,1.5,626.405,8,0.2
2.7,1.5,630.4186,10,0.2
2.7,1.5,634.4996,12,0.2
2.7,1.5,638.5324,14,0.2
2.7,1.5,620.4105,2,0.3
2.7,1.5,624.5236,4,0.3
2.7,1.5,627.9734,6,0.3
2.7,1.5,631.7533,8,0.3
2.7,1.5,635.4531,10,0.3
2.7,1.5,639.309,12,0.3
2.7,1.5,643.1002,14,0.3
2.7,1.5,625.5817,2,0.4
2.7,1.5,628.7702,4,0.4
2.7,1.5,632.2643,6,0.4
2.7,1.5,635.7907,8,0.4
2.7,1.5,639.3114,10,0.4
2.7,1.5,642.6848,12,0.4
2.7,1.5,646.1781,14,0.4
2.7,1.5,628.8433,2,0.5
2.7,1.5,632.1136,4,0.5
2.7,1.5,635.4181,6,0.5
2.7,1.5,638.6941,8,0.5
2.7,1.5,641.9078,10,0.5
2.7,1.5,645.1168,12,0.5
2.7,1.5,648.1028,14,0.5
2.7,1.5,631.3899,2,0.6
2.7,1.5,634.4767,4,0.6
2.7,1.5,637.5867,6,0.6
2.7,1.5,640.65,8,0.6
2.7,1.5,643.6481,10,0.6
2.7,1.5,646.537,12,0.6
2.7,1.5,649.3008,14,0.6
2.7,1.5,633.069,2,0.7
2.7,1.5,636.0244,4,0.7
2.7,1.5,638.9402,6,0.7
2.7,1.5,641.8128,8,0.7
2.7,1.5,644.5741,10,0.7
2.7,1.5,647.3218,12,0.7
2.7,1.5,650.0074,14,0.7
2.7,1.5,633.7865,2,0.8
2.7,1.5,636.6534,4,0.8
2.7,1.5,639.473,6,0.8
2.7,1.5,642.2256,8,0.8
2.7,1.5,644.8979,10,0.8
2.7,1.5,647.4054,12,0.8
2.7,1.5,649.9756,14,0.8
2.7,1.5,633.7414,2,0.9
2.7,1.5,636.5883,4,0.9
2.7,1.5,639.4049,6,0.9
2.7,1.5,642.1542,8,0.9
2.7,1.5,644.8066,10,0.9
2.7,1.5,647.3327,12,0.9
2.7,1.5,649.599,14,0.9
2.7,1.65,615.1254,2,0.2
2.7,1.65,619.0222,4,0.2
2.7,1.65,623.2231,6,0.2
2.7,1.65,627.8788,8,0.2
2.7,1.65,631.9692,10,0.2
2.7,1.65,635.6998,12,0.2
2.7,1.65,640.2286,14,0.2
2.7,1.65,622.4181,2,0.3
2.7,1.65,626.5991,4,0.3
2.7,1.65,630.1876,6,0.3
2.7,1.65,634.0264,8,0.3
2.7,1.65,637.8159,10,0.3
2.7,1.65,641.7049,12,0.3
2.7,1.65,645.5776,14,0.3
2.7,1.65,628.042,2,0.4
2.7,1.65,631.5404,4,0.4
2.7,1.65,635.1095,6,0.4
2.7,1.65,638.5439,8,0.4
2.7,1.65,642.186,10,0.4
2.7,1.65,645.7377,12,0.4
2.7,1.65,649.4263,14,0.4
2.7,1.65,631.8525,2,0.5
2.7,1.65,635.1785,4,0.5
2.7,1.65,638.5811,6,0.5
2.7,1.65,641.9499,8,0.5
2.7,1.65,645.3041,10,0.5
2.7,1.65,648.5348,12,0.5
2.7,1.65,651.8594,14,0.5
2.7,1.65,634.537,2,0.6
2.7,1.65,637.7488,4,0.6
2.7,1.65,640.943,6,0.6
2.7,1.65,644.1031,8,0.6
2.7,1.65,647.2241,10,0.6
2.7,1.65,650.2627,12,0.6
2.7,1.65,653.237,14,0.6
2.7,1.65,636.333,2,0.7
2.7,1.65,639.3874,4,0.7
2.7,1.65,642.4104,6,0.7
2.7,1.65,645.5534,8,0.7
2.7,1.65,648.4009,10,0.7
2.7,1.65,651.1244,12,0.7
2.7,1.65,653.9009,14,0.7
2.7,1.65,637.3602,2,0.8
2.7,1.65,640.2816,4,0.8
2.7,1.65,643.1516,6,0.8
2.7,1.65,645.9754,8,0.8
2.7,1.65,648.6916,10,0.8
2.7,1.65,651.2931,12,0.8
2.7,1.65,653.8283,14,0.8
2.7,1.65,637.2904,2,0.9
2.7,1.65,640.2109,4,0.9
2.7,1.65,643.078,6,0.9
2.7,1.65,645.8798,8,0.9
2.7,1.65,648.5919,10,0.9
2.7,1.65,651.1918,12,0.9
2.7,1.65,653.707,14,0.9
2.7,1.8,615.3597,2,0.2
2.7,1.8,619.2775,4,0.2
2.7,1.8,623.2732,6,0.2
2.7,1.8,628.0829,8,0.2
2.7,1.8,632.1895,10,0.2
2.7,1.8,635.7889,12,0.2
2.7,1.8,639.9854,14,0.2
2.7,1.8,623.538,2,0.3
2.7,1.8,627.5711,4,0.3
2.7,1.8,631.1926,6,0.3
2.7,1.8,634.875,8,0.3
2.7,1.8,638.8007,10,0.3
2.7,1.8,642.7675,12,0.3
2.7,1.8,646.6652,14,0.3
2.7,1.8,629.636,2,0.4
2.7,1.8,633.1766,4,0.4
2.7,1.8,636.5767,6,0.4
2.7,1.8,640.1089,8,0.4
2.7,1.8,643.8399,10,0.4
2.7,1.8,647.5392,12,0.4
2.7,1.8,651.1637,14,0.4
2.7,1.8,633.7389,2,0.5
2.7,1.8,637.1302,4,0.5
2.7,1.8,640.5782,6,0.5
2.7,1.8,643.8596,8,0.5
2.7,1.8,647.3239,10,0.5
2.7,1.8,650.5584,12,0.5
2.7,1.8,654.0845,14,0.5
2.7,1.8,636.9042,2,0.6
2.7,1.8,640.1388,4,0.6
2.7,1.8,643.162,6,0.6
2.7,1.8,646.4021,8,0.6
2.7,1.8,649.3565,10,0.6
2.7,1.8,652.4967,12,0.6
2.7,1.8,655.6792,14,0.6
2.7,1.8,638.7971,2,0.7
2.7,1.8,641.8837,4,0.7
2.7,1.8,644.9168,6,0.7
2.7,1.8,647.9009,8,0.7
2.7,1.8,650.7469,10,0.7
2.7,1.8,653.5434,12,0.7
2.7,1.8,656.3647,14,0.7
2.7,1.8,639.8335,2,0.8
2.7,1.8,642.7817,4,0.8
2.7,1.8,645.6763,6,0.8
2.7,1.8,648.2875,8,0.8
2.7,1.8,651.0391,10,0.8
2.7,1.8,653.6773,12,0.8
2.7,1.8,656.2445,14,0.8
2.7,1.8,639.7585,2,0.9
2.7,1.8,642.6858,4,0.9
2.7,1.8,645.5933,6,0.9
2.7,1.8,648.1836,8,0.9
2.7,1.8,650.9142,10,0.9
2.7,1.8,653.5488,12,0.9
2.7,1.8,656.108,14,0.9
2.7,1.9,615.2052,2,0.2
2.7,1.9,619.0841,4,0.2
2.7,1.9,623.0772,6,0.2
2.7,1.9,627.9043,8,0.2
2.7,1.9,631.0996,10,0.2
2.7,1.9,635.2379,12,0.2
2.7,1.9,639.2128,14,0.2
2.7,1.9,623.8174,2,0.3
2.7,1.9,627.8873,4,0.3
2.7,1.9,631.5121,6,0.3
2.7,1.9,635.2258,8,0.3
2.7,1.9,639.0205,10,0.3
2.7,1.9,643.0204,12,0.3
2.7,1.9,646.7089,14,0.3
2.7,1.9,630.2473,2,0.4
2.7,1.9,633.795,4,0.4
2.7,1.9,637.23,6,0.4
2.7,1.9,640.7875,8,0.4
2.7,1.9,644.4372,10,0.4
2.7,1.9,648.2221,12,0.4
2.7,1.9,651.8685,14,0.4
2.7,1.9,634.875,2,0.5
2.7,1.9,637.9852,4,0.5
2.7,1.9,641.4542,6,0.5
2.7,1.9,644.7881,8,0.5
2.7,1.9,648.0705,10,0.5
2.7,1.9,651.5091,12,0.5
2.7,1.9,655.1909,14,0.5
2.7,1.9,637.8249,2,0.6
2.7,1.9,641.1045,4,0.6
2.7,1.9,644.3775,6,0.6
2.7,1.9,647.3906,8,0.6
2.7,1.9,650.5869,10,0.6
2.7,1.9,653.7799,12,0.6
2.7,1.9,657.0837,14,0.6
2.7,1.9,640.0536,2,0.7
2.7,1.9,643.1504,4,0.7
2.7,1.9,646.1831,6,0.7
2.7,1.9,648.9631,8,0.7
2.7,1.9,651.9014,10,0.7
2.7,1.9,654.8804,12,0.7
2.7,1.9,657.8178,14,0.7
2.7,1.9,641.1047,2,0.8
2.7,1.9,644.0465,4,0.8
2.7,1.9,646.7229,6,0.8
2.7,1.9,649.5585,8,0.8
2.7,1.9,652.3269,10,0.8
2.7,1.9,654.9975,12,0.8
2.7,1.9,657.581,14,0.8
2.7,1.9,641.006,2,0.9
2.7,1.9,643.9652,4,0.9
2.7,1.9,646.6177,6,0.9
2.7,1.9,649.4497,8,0.9
2.7,1.9,652.1956,10,0.9
2.7,1.9,654.8437,12,0.9
2.7,1.9,657.371,14,0.9
2.8,1.4,615.875,2,0.2
2.8,1.4,619.6699,4,0.2
2.8,1.4,623.4392,6,0.2
2.8,1.4,627.9042,8,0.2
2.8,1.4,631.8691,10,0.2
2.8,1.4,635.9639,12,0.2
2.8,1.4,639.746,14,0.2
2.8,1.4,621.6709,2,0.3
2.8,1.4,625.5457,4,0.3
2.8,1.4,628.9191,6,0.3
2.8,1.4,632.5771,8,0.3
2.8,1.4,636.2524,10,0.3
2.8,1.4,639.8522,12,0.3
2.8,1.4,643.3798,14,0.3
2.8,1.4,625.9844,2,0.4
2.8,1.4,629.3231,4,0.4
2.8,1.4,632.7279,6,0.4
2.8,1.4,636.0995,8,0.4
2.8,1.4,639.4211,10,0.4
2.8,1.4,642.7215,12,0.4
2.8,1.4,645.8566,14,0.4
2.8,1.4,629.1841,2,0.5
2.8,1.4,632.3258,4,0.5
2.8,1.4,635.5313,6,0.5
2.8,1.4,638.6441,8,0.5
2.8,1.4,641.7044,10,0.5
2.8,1.4,644.6502,12,0.5
2.8,1.4,647.5131,14,0.5
2.8,1.4,631.1679,2,0.6
2.8,1.4,634.2082,4,0.6
2.8,1.4,637.1994,6,0.6
2.8,1.4,640.1478,8,0.6
2.8,1.4,642.9947,10,0.6
2.8,1.4,645.8656,12,0.6
2.8,1.4,648.3913,14,0.6
2.8,1.4,632.4243,2,0.7
2.8,1.4,635.3315,4,0.7
2.8,1.4,638.4298,6,0.7
2.8,1.4,641.0406,8,0.7
2.8,1.4,643.7203,10,0.7
2.8,1.4,646.4641,12,0.7
2.8,1.4,648.7305,14,0.7
2.8,1.4,633.104,2,0.8
2.8,1.4,635.9185,4,0.8
2.8,1.4,638.6749,6,0.8
2.8,1.4,641.3914,8,0.8
2.8,1.4,643.99,10,0.8
2.8,1.4,646.3704,12,0.8
2.8,1.4,648.6731,14,0.8
2.8,1.4,633.0666,2,0.9
2.8,1.4,635.8853,4,0.9
2.8,1.4,638.6422,6,0.9
2.8,1.4,641.3329,8,0.9
2.8,1.4,643.9436,10,0.9
2.8,1.4,646.3921,12,0.9
2.8,1.4,648.6111,14,0.9
2.8,1.5,617.9718,2,0.2
2.8,1.5,621.7197,4,0.2
2.8,1.5,625.8162,6,0.2
2.8,1.5,630.3876,8,0.2
2.8,1.5,634.2913,10,0.2
2.8,1.5,638.476,12,0.2
2.8,1.5,642.5309,14,0.2
2.8,1.5,624.2627,2,0.3
2.8,1.5,627.7127,4,0.3
2.8,1.5,631.6957,6,0.3
2.8,1.5,635.4153,8,0.3
2.8,1.5,639.0283,10,0.3
2.8,1.5,642.7826,12,0.3
2.8,1.5,646.5229,14,0.3
2.8,1.5,628.8472,2,0.4
2.8,1.5,632.2696,4,0.4
2.8,1.5,635.7276,6,0.4
2.8,1.5,639.2056,8,0.4
2.8,1.5,642.6437,10,0.4
2.8,1.5,645.9483,12,0.4
2.8,1.5,649.3324,14,0.4
2.8,1.5,632.2063,2,0.5
2.8,1.5,635.4475,4,0.5
2.8,1.5,638.6901,6,0.5
2.8,1.5,641.9138,8,0.5
2.8,1.5,645.0925,10,0.5
2.8,1.5,648.1996,12,0.5
2.8,1.5,651.2108,14,0.5
2.8,1.5,634.3282,2,0.6
2.8,1.5,637.6794,4,0.6
2.8,1.5,640.719,6,0.6
2.8,1.5,643.7291,8,0.6
2.8,1.5,646.6707,10,0.6
2.8,1.5,649.5156,12,0.6
2.8,1.5,652.381,14,0.6
2.8,1.5,635.888,2,0.7
2.8,1.5,638.8465,4,0.7
2.8,1.5,641.7555,6,0.7
2.8,1.5,644.8147,8,0.7
2.8,1.5,647.5399,10,0.7
2.8,1.5,650.1305,12,0.7
2.8,1.5,652.6198,14,0.7
2.8,1.5,636.5774,2,0.8
2.8,1.5,639.4417,4,0.8
2.8,1.5,642.258,6,0.8
2.8,1.5,645.0285,8,0.8
2.8,1.5,647.6677,10,0.8
2.8,1.5,650.2287,12,0.8
2.8,1.5,652.5559,14,0.8
2.8,1.5,636.5378,2,0.9
2.8,1.5,639.3993,4,0.9
2.8,1.5,642.2136,6,0.9
2.8,1.5,644.967,8,0.9
2.8,1.5,647.631,10,0.9
2.8,1.5,650.1615,12,0.9
2.8,1.5,652.4736,14,0.9
2.8,1.65,619.4434,2,0.2
2.8,1.65,623.5321,4,0.2
2.8,1.65,627.4161,6,0.2
2.8,1.65,631.9985,8,0.2
2.8,1.65,636.1573,10,0.2
2.8,1.65,640.1965,12,0.2
2.8,1.65,644.0709,14,0.2
2.8,1.65,626.3245,2,0.3
2.8,1.65,630.0692,4,0.3
2.8,1.65,633.9465,6,0.3
2.8,1.65,637.7909,8,0.3
2.8,1.65,641.5085,10,0.3
2.8,1.65,645.3123,12,0.3
2.8,1.65,649.2328,14,0.3
2.8,1.65,631.6093,2,0.4
2.8,1.65,634.875,4,0.4
2.8,1.65,638.6458,6,0.4
2.8,1.65,642.0023,8,0.4
2.8,1.65,645.5809,10,0.4
2.8,1.65,649.05,12,0.4
2.8,1.65,652.646,14,0.4
2.8,1.65,635.2103,2,0.5
2.8,1.65,638.5539,4,0.5
2.8,1.65,641.8885,6,0.5
2.8,1.65,645.1981,8,0.5
2.8,1.65,648.4824,10,0.5
2.8,1.65,651.6325,12,0.5
2.8,1.65,654.8538,14,0.5
2.8,1.65,637.7886,2,0.6
2.8,1.65,640.9493,4,0.6
2.8,1.65,644.0803,6,0.6
2.8,1.65,647.185,8,0.6
2.8,1.65,650.2507,10,0.6
2.8,1.65,653.2259,12,0.6
2.8,1.65,656.1409,14,0.6
2.8,1.65,639.4621,2,0.7
2.8,1.65,642.4568,4,0.7
2.8,1.65,645.4281,6,0.7
2.8,1.65,648.352,8,0.7
2.8,1.65,651.3405,10,0.7
2.8,1.65,654.0205,12,0.7
2.8,1.65,656.7824,14,0.7
2.8,1.65,640.1627,2,0.8
